cidade,semana,tmedia,tmax,tmin,chuva,mes,ano
João Pessoa,2007-08-19T00:00:00Z,25.561904761904763,29.2,20.3,76.6,8,2007
João Pessoa,2007-08-26T00:00:00Z,26.152380952380952,29,20.3,29.4,8,2007
João Pessoa,2007-09-02T00:00:00Z,25.590476190476192,28.8,20.9,50.8,9,2007
João Pessoa,2007-09-09T00:00:00Z,26.200000000000003,29,20.9,7.6000000000000005,9,2007
João Pessoa,2007-09-16T00:00:00Z,26.8,29.6,21.9,5.2,9,2007
João Pessoa,2007-09-23T00:00:00Z,26.944444444444443,29.8,21.3,2.4,9,2007
João Pessoa,2007-09-30T00:00:00Z,27.038095238095238,29.6,22.1,0.4,9,2007
João Pessoa,2007-10-07T00:00:00Z,26.457142857142856,29.6,22.1,23.4,10,2007
João Pessoa,2007-10-14T00:00:00Z,27.152380952380952,30.2,21.1,2.6,10,2007
João Pessoa,2007-10-21T00:00:00Z,27.552380952380954,30.4,23.7,0.1,10,2007
João Pessoa,2007-10-28T00:00:00Z,27.844444444444445,31.6,23.9,4.4,10,2007
João Pessoa,2007-11-04T00:00:00Z,27.723809523809525,30.3,22.3,1.2,11,2007
João Pessoa,2007-11-11T00:00:00Z,27.78095238095238,30.3,22.5,22.900000000000002,11,2007
João Pessoa,2007-11-18T00:00:00Z,27.727777777777778,30.2,22.1,4.3,11,2007
João Pessoa,2007-11-25T00:00:00Z,28.095238095238095,31,23.9,5.4,11,2007
João Pessoa,2007-12-02T00:00:00Z,28.428571428571427,31,22.5,0,12,2007
João Pessoa,2007-12-09T00:00:00Z,28.304761904761904,31,23.1,8.8,12,2007
João Pessoa,2007-12-16T00:00:00Z,28.62857142857143,31.2,22.3,3.8,12,2007
João Pessoa,2007-12-23T00:00:00Z,28.523809523809526,31.2,21.9,0,12,2007
João Pessoa,2007-12-30T00:00:00Z,28.752380952380953,31.6,24.7,0,12,2007
João Pessoa,2008-01-06T00:00:00Z,28.866666666666667,31.4,24.1,0.3,1,2008
João Pessoa,2008-01-13T00:00:00Z,27.79047619047619,30.6,22.7,31.2,1,2008
João Pessoa,2008-01-20T00:00:00Z,28.988888888888887,31.8,22.3,0,1,2008
João Pessoa,2008-01-27T00:00:00Z,28.761904761904763,31.8,22.5,49.1,1,2008
João Pessoa,2008-02-03T00:00:00Z,29.31904761904762,31.8,22.7,4.2,2,2008
João Pessoa,2008-02-10T00:00:00Z,29.36190476190476,31.8,22.5,1,2,2008
João Pessoa,2008-02-17T00:00:00Z,29.485714285714288,32,23.1,3.2,2,2008
João Pessoa,2008-02-24T00:00:00Z,29.704761904761906,32.2,23.9,0.4,2,2008
João Pessoa,2008-03-02T00:00:00Z,29.666666666666664,32.3,23.9,0,3,2008
João Pessoa,2008-03-09T00:00:00Z,29.64761904761905,32.2,23.1,11.6,3,2008
João Pessoa,2008-03-16T00:00:00Z,28.571428571428573,32,22.1,104.8,3,2008
João Pessoa,2008-03-23T00:00:00Z,28.095238095238095,31,22.7,58.2,3,2008
João Pessoa,2008-03-30T00:00:00Z,28.144444444444442,31.4,21.9,86.2,3,2008
João Pessoa,2008-04-06T00:00:00Z,28.238095238095237,31.2,22.5,54.4,4,2008
João Pessoa,2008-04-13T00:00:00Z,28.2,31.2,22.9,49.9,4,2008
João Pessoa,2008-04-20T00:00:00Z,28.17142857142857,31.4,21.9,103.8,4,2008
João Pessoa,2008-04-27T00:00:00Z,27.847619047619048,31.2,22.7,142.2,4,2008
João Pessoa,2008-05-04T00:00:00Z,28.085714285714285,31.8,23.1,43.4,5,2008
João Pessoa,2008-05-11T00:00:00Z,26.494444444444444,30.6,21.7,77.5,5,2008
João Pessoa,2008-05-18T00:00:00Z,27.847619047619048,30.6,21.1,16.7,5,2008
João Pessoa,2008-05-25T00:00:00Z,26.942857142857143,30.6,21.5,161.5,5,2008
João Pessoa,2008-06-01T00:00:00Z,26.561904761904763,30.2,21.3,88.8,6,2008
João Pessoa,2008-06-08T00:00:00Z,26.98095238095238,29.8,21.3,48.6,6,2008
João Pessoa,2008-06-15T00:00:00Z,25.504761904761903,29.6,19.2,197.6,6,2008
João Pessoa,2008-06-22T00:00:00Z,26.357142857142858,29.8,20.5,50,6,2008
João Pessoa,2008-06-29T00:00:00Z,25.442857142857143,28.7,20.3,136,6,2008
João Pessoa,2008-07-06T00:00:00Z,25.857142857142858,29.2,20.7,94.9,7,2008
João Pessoa,2008-07-13T00:00:00Z,25.685714285714287,29.4,20.3,47.4,7,2008
João Pessoa,2008-07-20T00:00:00Z,25.895238095238096,29.1,21.3,15.5,7,2008
João Pessoa,2008-07-27T00:00:00Z,25.10952380952381,29,20.3,76.9,7,2008
João Pessoa,2008-08-03T00:00:00Z,26.076190476190476,28.6,20.2,148.1,8,2008
João Pessoa,2008-08-10T00:00:00Z,26.18095238095238,29.2,20.3,20,8,2008
João Pessoa,2008-08-17T00:00:00Z,26.18095238095238,29.4,19.8,27.3,8,2008
João Pessoa,2008-08-24T00:00:00Z,25.914285714285715,29.2,20.3,66.8,8,2008
João Pessoa,2008-08-31T00:00:00Z,26.511111111111113,29.2,20.9,65,8,2008
João Pessoa,2008-09-07T00:00:00Z,27.095238095238095,30.2,21.5,18.2,9,2008
João Pessoa,2008-09-14T00:00:00Z,27.36190476190476,30,21.5,3.3000000000000003,9,2008
João Pessoa,2008-09-21T00:00:00Z,26.923809523809524,30,20.3,0,9,2008
João Pessoa,2008-09-28T00:00:00Z,27.914285714285715,30.7,22.7,4,9,2008
João Pessoa,2008-10-05T00:00:00Z,26.895238095238096,30.8,21.3,17,10,2008
João Pessoa,2008-10-12T00:00:00Z,27.655555555555555,30.4,22.5,4.5,10,2008
João Pessoa,2008-10-19T00:00:00Z,28.123809523809523,30.6,23.1,13.200000000000001,10,2008
João Pessoa,2008-10-26T00:00:00Z,28.085714285714285,31,24.7,0.1,10,2008
João Pessoa,2008-11-02T00:00:00Z,28.176190476190477,31,23.1,2.7,11,2008
João Pessoa,2008-11-09T00:00:00Z,28.072222222222223,30.6,25.1,0.6,11,2008
João Pessoa,2008-11-16T00:00:00Z,28.21904761904762,31,23.7,0,11,2008
João Pessoa,2008-11-23T00:00:00Z,28.37142857142857,31.6,21.9,3.3,11,2008
João Pessoa,2008-11-30T00:00:00Z,28.58095238095238,31.3,23.3,0,11,2008
João Pessoa,2008-12-07T00:00:00Z,28.123809523809523,30.8,22.5,34.2,12,2008
João Pessoa,2008-12-14T00:00:00Z,28.685714285714287,31.2,23.9,0.8,12,2008
João Pessoa,2008-12-21T00:00:00Z,28.65714285714286,31.4,23.5,25,12,2008
João Pessoa,2008-12-28T00:00:00Z,28.80952380952381,31.3,21.1,0.2,12,2008
João Pessoa,2009-01-04T00:00:00Z,29.02857142857143,31.8,25.4,0,1,2009
João Pessoa,2009-01-11T00:00:00Z,28.552380952380954,31.6,23.3,7.699999999999999,1,2009
João Pessoa,2009-01-18T00:00:00Z,28.847619047619048,31.2,22.3,2.4,1,2009
João Pessoa,2009-01-25T00:00:00Z,28.49047619047619,32,23.7,47.599999999999994,1,2009
João Pessoa,2009-02-01T00:00:00Z,28.714285714285715,31.2,23.5,22.4,2,2009
João Pessoa,2009-02-08T00:00:00Z,29.066666666666666,31.6,24.1,3.6,2,2009
João Pessoa,2009-02-15T00:00:00Z,28.552380952380954,31.2,22.1,62.9,2,2009
João Pessoa,2009-02-22T00:00:00Z,27.333333333333332,31.4,21.5,171.2,2,2009
João Pessoa,2009-03-01T00:00:00Z,28.095238095238095,31.2,22.5,94.5,3,2009
João Pessoa,2009-03-08T00:00:00Z,29.457142857142856,32,22.9,0.5,3,2009
João Pessoa,2009-03-15T00:00:00Z,29.123809523809523,31.8,22.3,33.5,3,2009
João Pessoa,2009-03-22T00:00:00Z,29.666666666666668,32.2,23.3,0.4,3,2009
João Pessoa,2009-03-29T00:00:00Z,29.104761904761904,31.9,23.3,12.1,3,2009
João Pessoa,2009-04-05T00:00:00Z,28.957142857142856,32,22.3,23.1,4,2009
João Pessoa,2009-04-12T00:00:00Z,27.771428571428572,31.7,22.3,194.7,4,2009
João Pessoa,2009-04-19T00:00:00Z,27.761904761904763,31.3,22.3,219.6,4,2009
João Pessoa,2009-04-26T00:00:00Z,27.97142857142857,30.8,23.1,139,4,2009
João Pessoa,2009-05-03T00:00:00Z,27.64761904761905,31.4,21.7,79,5,2009
João Pessoa,2009-05-10T00:00:00Z,27.590476190476192,31.6,22.5,98.2,5,2009
João Pessoa,2009-05-17T00:00:00Z,27.19047619047619,31.2,22.5,208,5,2009
João Pessoa,2009-05-24T00:00:00Z,26.39047619047619,31.1,21.8,98.4,5,2009
João Pessoa,2009-05-31T00:00:00Z,27.00952380952381,31.2,22.1,134.6,5,2009
João Pessoa,2009-06-07T00:00:00Z,26.357142857142858,30.4,21.7,25.9,6,2009
João Pessoa,2009-06-14T00:00:00Z,25.914285714285715,30.2,21.1,24.9,6,2009
João Pessoa,2009-06-21T00:00:00Z,25.557142857142857,30.4,20.7,115,6,2009
João Pessoa,2009-06-28T00:00:00Z,25.2,30,20.7,74.8,6,2009
João Pessoa,2009-07-05T00:00:00Z,25.3,28.6,20.5,48.699999999999996,7,2009
João Pessoa,2009-07-12T00:00:00Z,24.900000000000002,27.2,19.8,20.8,7,2009
João Pessoa,2009-07-19T00:00:00Z,25.5,30.4,20.3,162.5,7,2009
João Pessoa,2009-07-26T00:00:00Z,25.842857142857145,30.4,18.6,9.5,7,2009
João Pessoa,2009-08-02T00:00:00Z,26.80952380952381,29.6,21.1,55.199999999999996,8,2009
João Pessoa,2009-08-09T00:00:00Z,26.761904761904763,30.4,20,19.5,8,2009
João Pessoa,2009-08-16T00:00:00Z,27.447619047619046,30,19.4,10.1,8,2009
João Pessoa,2009-08-23T00:00:00Z,26.79047619047619,30.4,18.8,43.1,8,2009
João Pessoa,2009-08-30T00:00:00Z,27.419047619047618,30.2,19,0.1,8,2009
João Pessoa,2009-09-06T00:00:00Z,27.60952380952381,31.3,20.8,46.4,9,2009
João Pessoa,2009-09-13T00:00:00Z,27.38095238095238,30.2,20.6,21.2,9,2009
João Pessoa,2009-09-20T00:00:00Z,27.923809523809524,30.6,22.3,0.3,9,2009
João Pessoa,2009-09-27T00:00:00Z,27.771428571428572,30.4,20.2,9.1,9,2009
João Pessoa,2009-10-04T00:00:00Z,27.99047619047619,30.7,20.3,0.3,10,2009
João Pessoa,2009-10-11T00:00:00Z,28.409523809523808,31.4,21.5,3.4,10,2009
João Pessoa,2009-10-18T00:00:00Z,28.076190476190476,31,22.3,0,10,2009
João Pessoa,2009-10-25T00:00:00Z,28.4,30.8,23.3,15.600000000000001,10,2009
João Pessoa,2009-11-01T00:00:00Z,28.523809523809522,31.6,24.3,0.8,11,2009
João Pessoa,2009-11-08T00:00:00Z,28.333333333333332,31.6,22.1,39.5,11,2009
João Pessoa,2009-11-15T00:00:00Z,28.304761904761904,30.8,23.1,0,11,2009
João Pessoa,2009-11-22T00:00:00Z,28.38095238095238,31.2,20,0.5,11,2009
João Pessoa,2009-11-29T00:00:00Z,28.295238095238094,31.5,21.7,7.8,11,2009
João Pessoa,2009-12-06T00:00:00Z,28.57142857142857,31.6,20.9,0,12,2009
João Pessoa,2009-12-13T00:00:00Z,28.704761904761906,31.6,22.3,8.7,12,2009
João Pessoa,2009-12-20T00:00:00Z,28.566666666666666,31.4,23.1,13.2,12,2009
João Pessoa,2009-12-27T00:00:00Z,28.84285714285714,31.6,22.7,4.2,12,2009
João Pessoa,2010-01-03T00:00:00Z,28.364285714285714,31.5,21.7,22.200000000000003,1,2010
João Pessoa,2010-01-10T00:00:00Z,28.17142857142857,31.4,21.7,13.4,1,2010
João Pessoa,2010-01-17T00:00:00Z,27.24285714285714,31.4,20.9,43.3,1,2010
João Pessoa,2010-01-24T00:00:00Z,28.67142857142857,31.8,21.9,28.599999999999998,1,2010
João Pessoa,2010-01-31T00:00:00Z,29.485714285714284,32,22.1,3.2,1,2010
João Pessoa,2010-02-07T00:00:00Z,29.038095238095238,32.2,23.1,9.6,2,2010
João Pessoa,2010-02-14T00:00:00Z,29.085714285714285,32.7,24.3,28.5,2,2010
João Pessoa,2010-02-21T00:00:00Z,29.39047619047619,32.6,21.6,35.6,2,2010
João Pessoa,2010-02-28T00:00:00Z,29.83809523809524,32.6,22.6,0,2,2010
João Pessoa,2010-03-07T00:00:00Z,30.085714285714285,33,21.7,0,3,2010
João Pessoa,2010-03-14T00:00:00Z,29.914285714285715,32.8,23.9,2,3,2010
João Pessoa,2010-03-21T00:00:00Z,29.314285714285713,33.6,22.6,15.1,3,2010
João Pessoa,2010-03-28T00:00:00Z,29.81904761904762,33.4,23.7,14.8,3,2010
João Pessoa,2010-04-04T00:00:00Z,28.723809523809525,32.7,22.8,72.8,4,2010
João Pessoa,2010-04-11T00:00:00Z,29.447619047619046,32.5,24.1,11.4,4,2010
João Pessoa,2010-04-18T00:00:00Z,28.866666666666667,32.5,23.9,74.8,4,2010
João Pessoa,2010-04-25T00:00:00Z,29.46666666666667,32.6,22.2,5.9,4,2010
João Pessoa,2010-05-02T00:00:00Z,28.876190476190477,32,21.7,53,5,2010
João Pessoa,2010-05-09T00:00:00Z,29.085714285714285,32.6,22.9,12.8,5,2010
João Pessoa,2010-05-16T00:00:00Z,29,32,22.5,0.2,5,2010
João Pessoa,2010-05-23T00:00:00Z,28.733333333333334,32,20.4,12.5,5,2010
João Pessoa,2010-05-30T00:00:00Z,27.866666666666667,32,21.9,88.3,5,2010
João Pessoa,2010-06-06T00:00:00Z,27.952380952380953,31.8,22.4,7,6,2010
João Pessoa,2010-06-13T00:00:00Z,25.444444444444443,30.8,18.4,142.4,6,2010
João Pessoa,2010-06-20T00:00:00Z,27.80952380952381,31.2,20.5,37,6,2010
João Pessoa,2010-06-27T00:00:00Z,26.885714285714286,30.6,17.6,15.9,6,2010
João Pessoa,2010-07-04T00:00:00Z,26.36190476190476,30.4,19.2,46.9,7,2010
João Pessoa,2010-07-11T00:00:00Z,26.59047619047619,30.6,22.1,51.099999999999994,7,2010
João Pessoa,2010-07-18T00:00:00Z,25.723809523809525,29.6,19.9,77.2,7,2010
João Pessoa,2010-07-25T00:00:00Z,25.942857142857143,29.8,20.4,46.1,7,2010
João Pessoa,2010-08-01T00:00:00Z,25.34285714285714,29.4,16.4,32.7,8,2010
João Pessoa,2010-08-08T00:00:00Z,25.066666666666666,30.3,15.6,57.8,8,2010
João Pessoa,2010-08-15T00:00:00Z,26.228571428571428,29.8,19.8,3.2,8,2010
João Pessoa,2010-08-22T00:00:00Z,25.8,29.6,21.1,54.9,8,2010
João Pessoa,2010-08-29T00:00:00Z,26.38888888888889,29.6,21.4,24.799999999999997,8,2010
João Pessoa,2010-09-05T00:00:00Z,25.542857142857144,29.5,20.9,43.8,9,2010
João Pessoa,2010-09-12T00:00:00Z,26.914285714285715,29.6,20.9,6,9,2010
João Pessoa,2010-09-19T00:00:00Z,26.82857142857143,29.8,20.9,26.1,9,2010
João Pessoa,2010-09-26T00:00:00Z,27.723809523809525,31,22.3,5.5,9,2010
João Pessoa,2010-10-03T00:00:00Z,27.81904761904762,31.2,21.1,0,10,2010
João Pessoa,2010-10-10T00:00:00Z,28.17142857142857,31,25.1,0,10,2010
João Pessoa,2010-10-17T00:00:00Z,27.99047619047619,31.2,24.1,0.2,10,2010
João Pessoa,2010-10-24T00:00:00Z,28.123809523809523,31,23.9,15.4,10,2010
João Pessoa,2010-10-31T00:00:00Z,28.36190476190476,31.4,24.3,2.7,10,2010
João Pessoa,2010-11-07T00:00:00Z,28.37142857142857,31.4,23.4,5.6,11,2010
João Pessoa,2010-11-14T00:00:00Z,28.419047619047618,31.4,22.6,0.2,11,2010
João Pessoa,2010-11-21T00:00:00Z,28.476190476190474,31.4,24.9,1.6,11,2010
João Pessoa,2010-11-28T00:00:00Z,28.61904761904762,31.4,25.3,0.1,11,2010
João Pessoa,2010-12-05T00:00:00Z,28.83809523809524,31.6,24.5,1.7,12,2010
João Pessoa,2010-12-12T00:00:00Z,28.323809523809526,31.6,23.3,29.400000000000002,12,2010
João Pessoa,2010-12-19T00:00:00Z,28.62857142857143,31.4,24.5,4.5,12,2010
João Pessoa,2010-12-26T00:00:00Z,28.83809523809524,31.8,23.9,2.8,12,2010
João Pessoa,2011-01-02T00:00:00Z,28.666666666666668,32.2,24.3,56.2,1,2011
João Pessoa,2011-01-09T00:00:00Z,28.61904761904762,31.4,23.9,10.5,1,2011
João Pessoa,2011-01-16T00:00:00Z,27.947619047619046,32,22.9,100.9,1,2011
João Pessoa,2011-01-23T00:00:00Z,27.8,31.4,22.9,55.4,1,2011
João Pessoa,2011-01-30T00:00:00Z,29.20952380952381,31.6,24.3,4.8999999999999995,1,2011
João Pessoa,2011-02-06T00:00:00Z,29.238095238095237,32,24.1,1,2,2011
João Pessoa,2011-02-13T00:00:00Z,28.561904761904763,31.4,22.7,64.2,2,2011
João Pessoa,2011-02-20T00:00:00Z,28.647619047619045,31.8,23.1,152.29999999999998,2,2011
João Pessoa,2011-02-27T00:00:00Z,29.114285714285714,31.8,23.9,24,2,2011
João Pessoa,2011-03-06T00:00:00Z,29.438095238095237,32.2,24.1,8.9,3,2011
João Pessoa,2011-03-13T00:00:00Z,29.228571428571428,32.2,23.9,13.8,3,2011
João Pessoa,2011-03-20T00:00:00Z,29.59047619047619,32.6,23.9,11.1,3,2011
João Pessoa,2011-03-27T00:00:00Z,29.53333333333333,32.6,24.5,16.4,3,2011
João Pessoa,2011-04-03T00:00:00Z,29.095238095238095,32.6,24.1,89,4,2011
João Pessoa,2011-04-10T00:00:00Z,27.247619047619047,31.6,23.3,174.2,4,2011
João Pessoa,2011-04-17T00:00:00Z,26.655555555555555,31.2,22.9,88.1,4,2011
João Pessoa,2011-04-24T00:00:00Z,27.895238095238096,31.4,22.7,53.400000000000006,4,2011
João Pessoa,2011-05-01T00:00:00Z,27.17142857142857,31,23.9,162.1,5,2011
João Pessoa,2011-05-08T00:00:00Z,26.82857142857143,31.1,22.4,41,5,2011
João Pessoa,2011-05-15T00:00:00Z,26.4,31.2,22.9,212.8,5,2011
João Pessoa,2011-05-22T00:00:00Z,27.476190476190474,31,23.1,40.3,5,2011
João Pessoa,2011-05-29T00:00:00Z,27.62857142857143,30.6,20.9,73.3,5,2011
João Pessoa,2011-06-05T00:00:00Z,26.19047619047619,30.3,22.5,20.2,6,2011
João Pessoa,2011-06-12T00:00:00Z,26.60952380952381,30.1,21.3,64.6,6,2011
João Pessoa,2011-06-19T00:00:00Z,26.18888888888889,30.2,22.9,57,6,2011
João Pessoa,2011-06-26T00:00:00Z,25.63809523809524,29.8,22.1,72.9,6,2011
João Pessoa,2011-07-03T00:00:00Z,25.65714285714286,29.3,22.1,83.2,7,2011
João Pessoa,2011-07-10T00:00:00Z,24.933333333333334,29.4,21.3,230.1,7,2011
João Pessoa,2011-07-17T00:00:00Z,25.285714285714285,29.8,21.5,65.4,7,2011
João Pessoa,2011-07-24T00:00:00Z,26.257142857142856,29.5,21.7,31.9,7,2011
João Pessoa,2011-07-31T00:00:00Z,26.742857142857144,30.4,21.1,18.200000000000003,7,2011
João Pessoa,2011-08-07T00:00:00Z,25.295238095238094,30,21.1,50.9,8,2011
João Pessoa,2011-08-14T00:00:00Z,25.428571428571427,29.4,20.3,76.4,8,2011
João Pessoa,2011-08-21T00:00:00Z,26.18095238095238,29.6,22.1,69.60000000000001,8,2011
João Pessoa,2011-08-28T00:00:00Z,27.2,30.6,21.8,8,8,2011
João Pessoa,2011-09-04T00:00:00Z,26.961904761904762,30,21.7,9.1,9,2011
João Pessoa,2011-09-11T00:00:00Z,26.961904761904762,30.8,22.3,19.4,9,2011
João Pessoa,2011-09-18T00:00:00Z,26.628571428571426,30.8,21.3,3.4,9,2011
João Pessoa,2011-09-25T00:00:00Z,27.542857142857144,30.8,22.9,1.4000000000000001,9,2011
João Pessoa,2011-10-02T00:00:00Z,27.714285714285715,30.8,22.3,1.6,10,2011
João Pessoa,2011-10-09T00:00:00Z,27.4,30.2,22.4,3.9000000000000004,10,2011
João Pessoa,2011-10-16T00:00:00Z,27.8,30.6,23.3,3.4,10,2011
João Pessoa,2011-10-23T00:00:00Z,28.01904761904762,31,23.3,0.1,10,2011
João Pessoa,2011-10-30T00:00:00Z,28.35238095238095,31,25.1,2.2,10,2011
João Pessoa,2011-11-06T00:00:00Z,28.295238095238094,31,24.1,3.6,11,2011
João Pessoa,2011-11-13T00:00:00Z,28.228571428571428,31,24.1,23.900000000000002,11,2011
João Pessoa,2011-11-20T00:00:00Z,28.257142857142856,30.8,24.9,10.299999999999999,11,2011
João Pessoa,2011-11-27T00:00:00Z,27.95714285714286,31.2,23.5,6.2,11,2011
João Pessoa,2011-12-04T00:00:00Z,28.266666666666666,31.2,23.3,2.9000000000000004,12,2011
João Pessoa,2011-12-11T00:00:00Z,28.590476190476192,31.4,24.3,1.3,12,2011
João Pessoa,2011-12-18T00:00:00Z,28.82857142857143,31.5,22.7,0.5,12,2011
João Pessoa,2011-12-25T00:00:00Z,28.55238095238095,31.4,24.9,3.3,12,2011
João Pessoa,2012-01-01T00:00:00Z,28.676190476190477,31.4,25.3,7.8,1,2012
João Pessoa,2012-01-08T00:00:00Z,28.133333333333333,31.4,24.3,25.9,1,2012
João Pessoa,2012-01-15T00:00:00Z,27.847619047619048,31.4,23.1,32.2,1,2012
João Pessoa,2012-01-22T00:00:00Z,27,31.2,22.9,138.3,1,2012
João Pessoa,2012-01-29T00:00:00Z,28.58095238095238,31.2,25.1,5,1,2012
João Pessoa,2012-02-05T00:00:00Z,28.64761904761905,31.4,24.1,3.1,2,2012
João Pessoa,2012-02-12T00:00:00Z,27.771428571428572,31.4,23.3,80.39999999999999,2,2012
João Pessoa,2012-02-19T00:00:00Z,28.047619047619047,31.3,23.7,42.2,2,2012
João Pessoa,2012-02-26T00:00:00Z,28.37142857142857,31.5,22.9,13.6,2,2012
João Pessoa,2012-03-04T00:00:00Z,28.742857142857144,32.3,22.9,14.9,3,2012
João Pessoa,2012-03-11T00:00:00Z,28.61111111111111,31.4,23.1,8,3,2012
João Pessoa,2012-03-18T00:00:00Z,28.895238095238096,32.2,24.5,6,3,2012
João Pessoa,2012-03-25T00:00:00Z,29.00952380952381,32,23.3,5.1,3,2012
João Pessoa,2012-04-01T00:00:00Z,27.961904761904762,31.4,23.7,43.8,4,2012
João Pessoa,2012-04-08T00:00:00Z,28.64761904761905,31.5,22.9,1.3,4,2012
João Pessoa,2012-04-15T00:00:00Z,28.923809523809524,32,23.5,0.2,4,2012
João Pessoa,2012-04-22T00:00:00Z,29.02857142857143,32,20.5,1.7,4,2012
João Pessoa,2012-04-29T00:00:00Z,28.761904761904763,31.6,23.1,8,4,2012
João Pessoa,2012-05-06T00:00:00Z,27.485714285714284,31.2,22.1,25.8,5,2012
João Pessoa,2012-05-13T00:00:00Z,28.19047619047619,31,23.1,0.3,5,2012
João Pessoa,2012-05-20T00:00:00Z,26.723809523809525,31,22.3,138.8,5,2012
João Pessoa,2012-05-27T00:00:00Z,27.695238095238096,30.6,23.2,48.4,5,2012
João Pessoa,2012-06-03T00:00:00Z,27.19047619047619,30.2,22.5,142.9,6,2012
João Pessoa,2012-06-10T00:00:00Z,26.580952380952382,30.4,20.9,25.5,6,2012
João Pessoa,2012-06-17T00:00:00Z,26,30.1,21.3,167.9,6,2012
João Pessoa,2012-06-24T00:00:00Z,25.904761904761905,30,20.7,197,6,2012
João Pessoa,2012-07-01T00:00:00Z,25.952380952380953,29.6,20.7,111.60000000000001,7,2012
João Pessoa,2012-07-08T00:00:00Z,26.34285714285714,29.8,22.1,120.5,7,2012
João Pessoa,2012-07-15T00:00:00Z,26.45714285714286,29.8,21.1,23,7,2012
João Pessoa,2012-07-22T00:00:00Z,26.323809523809523,29.6,21.5,34.2,7,2012
João Pessoa,2012-07-29T00:00:00Z,26.057142857142857,29,20.9,7.5,7,2012
João Pessoa,2012-08-05T00:00:00Z,26.057142857142857,29.8,20.3,8.3,8,2012
João Pessoa,2012-08-12T00:00:00Z,25.6,29.2,20.5,47.300000000000004,8,2012
João Pessoa,2012-08-19T00:00:00Z,25.933333333333334,29,20.5,13.3,8,2012
João Pessoa,2012-08-26T00:00:00Z,26.504761904761907,29.7,21.1,9.9,8,2012
João Pessoa,2012-09-02T00:00:00Z,25.83809523809524,29.7,20.7,19.8,9,2012
João Pessoa,2012-09-09T00:00:00Z,27.01904761904762,30.2,21.5,5.2,9,2012
João Pessoa,2012-09-16T00:00:00Z,26.647619047619045,30,20.9,6.9,9,2012
João Pessoa,2012-09-23T00:00:00Z,27.314285714285713,31,21.7,0.8,9,2012
João Pessoa,2012-09-30T00:00:00Z,26.885714285714286,30,21.5,7.6000000000000005,9,2012
João Pessoa,2012-10-07T00:00:00Z,26.98095238095238,30,22.9,20.3,10,2012
João Pessoa,2012-10-14T00:00:00Z,27.46666666666667,30.5,23.3,0.8,10,2012
João Pessoa,2012-10-21T00:00:00Z,27.67142857142857,30.8,24.3,1.4,10,2012
João Pessoa,2012-10-28T00:00:00Z,27.81904761904762,31,23.8,0.4,10,2012
João Pessoa,2012-11-04T00:00:00Z,27.82857142857143,30.8,23.7,0,11,2012
João Pessoa,2012-11-11T00:00:00Z,28.142857142857142,32,22.9,0.8,11,2012
João Pessoa,2012-11-18T00:00:00Z,28.419047619047618,31.5,25.5,0.2,11,2012
João Pessoa,2012-11-25T00:00:00Z,28.323809523809523,31,25.1,1.5,11,2012
João Pessoa,2012-12-02T00:00:00Z,28,31.2,25.5,2.4000000000000004,12,2012
João Pessoa,2012-12-09T00:00:00Z,28.447619047619046,31.4,26.3,1.4,12,2012
João Pessoa,2012-12-16T00:00:00Z,28.547619047619047,31.2,26.1,3,12,2012
João Pessoa,2012-12-23T00:00:00Z,28.79047619047619,31.4,24.3,0.2,12,2012
João Pessoa,2012-12-30T00:00:00Z,28.34285714285714,31.4,24.9,21.900000000000002,12,2012
João Pessoa,2013-01-06T00:00:00Z,28.742857142857144,31.4,25.5,1.9,1,2013
João Pessoa,2013-01-13T00:00:00Z,28.590476190476192,31.2,24.3,27.2,1,2013
João Pessoa,2013-01-20T00:00:00Z,28.98095238095238,31.6,25.3,0.1,1,2013
João Pessoa,2013-01-27T00:00:00Z,29.11904761904762,32.2,24.1,0.2,1,2013
João Pessoa,2013-02-03T00:00:00Z,29.37142857142857,32.8,24.5,1,2,2013
João Pessoa,2013-02-10T00:00:00Z,29.18095238095238,32.4,24.5,3.1,2,2013
João Pessoa,2013-02-17T00:00:00Z,28.714285714285715,32,24.1,34.7,2,2013
João Pessoa,2013-02-24T00:00:00Z,29.276190476190475,32.2,25.5,3.8,2,2013
João Pessoa,2013-03-03T00:00:00Z,29,31.6,24.3,12.8,3,2013
João Pessoa,2013-03-10T00:00:00Z,29.60952380952381,32.2,25.7,0.2,3,2013
João Pessoa,2013-03-17T00:00:00Z,29.733333333333334,32.1,25.7,0.8,3,2013
João Pessoa,2013-03-24T00:00:00Z,29.714285714285715,32.2,25.1,0.4,3,2013
João Pessoa,2013-03-31T00:00:00Z,29.257142857142856,32.2,23.9,6.8,3,2013
João Pessoa,2013-04-07T00:00:00Z,29.63809523809524,32.8,24.6,2.1,4,2013
João Pessoa,2013-04-14T00:00:00Z,29.276190476190475,32.2,23.5,31.1,4,2013
João Pessoa,2013-04-21T00:00:00Z,27.755555555555556,31.8,23.1,113.2,4,2013
João Pessoa,2013-04-28T00:00:00Z,27.36190476190476,32,23.1,125.5,4,2013
João Pessoa,2013-05-05T00:00:00Z,28.561904761904763,31.2,21.7,11.299999999999999,5,2013
João Pessoa,2013-05-12T00:00:00Z,27.81904761904762,31.6,22.9,112.5,5,2013
